team_abbreviation,dimension,baseline_value,recent_value,delta,league_scale,z_delta
PHX,off_reb_per_100_off_poss,13.329792883696229,9.975062344139651,-3.354730539556577,1.9568467032219692,-1.7143553115494317
PHX,assist_rate,0.6656891495601173,0.7424749163879598,0.07678576682784255,0.019207007525681472,3.997799590861469
PHX,assisted_points_share,0.544904137235116,0.5844004656577415,0.039496328422625515,0.01807023533814567,2.185711900455998
PHX,second_chance_off_poss_share,0.11577270313329793,0.08728179551122195,-0.028490907622075984,0.014055422510176658,-2.027040282954674
PHX,penalty_off_poss_share,0.2634094530005311,0.31296758104738154,0.04955812804685045,0.03672341091110656,1.3494968690901796
PHX,pace,78.45833333333333,80.2,1.7416666666666742,1.8596041745647498,0.936579241157232
SEA,three_point_attempt_rate,0.382953181272509,0.3692098092643052,-0.013743372008203802,0.050443404684413044,-0.2724513163650607
SEA,rim_fga_share,0.25090036014405764,0.32697547683923706,0.07607511669517941,0.05815079271966341,1.30823868664915
SEA,midrange_fga_share,0.36614645858343337,0.30381471389645776,-0.06233174468697561,0.058844169397011585,-1.059267983994029
SEA,corner3_share_of_3pa,0.1833855799373041,0.16974169741697417,-0.013643882520329914,0.030733017041944796,-0.44394868560117534
SEA,ft_attempt_rate,0.2773109243697479,0.2888283378746594,0.011517413504911478,0.04221213900935763,0.27284600532463626
SEA,turnover_rate,0.18956870611835505,0.17076167076167076,-0.018807035356684293,0.015704202441784446,-1.19757978327152
SEA,live_ball_turnover_rate,0.10431293881644935,0.10687960687960688,0.002566668063157529,0.010658823415013403,0.2408021939403057
SEA,off_reb_per_100_off_poss,12.587763289869608,16.953316953316953,4.365553663447345,1.9568467032219692,2.230912445139118
SEA,assist_rate,0.6567796610169492,0.6298507462686567,-0.02692891474829251,0.019207007525681472,-1.402035934660106
SEA,assisted_points_share,0.557,0.5359477124183006,-0.021052287581699414,0.01807023533814567,-1.16502564508713
